symbol,last_close,ma20,ma50,ma100,ma200,ma_band_pct,avg_pair_diff_pct
TARAPUR,26.06,28.04,28.78,29.35,29.13,5.029,2.74
SUPREMEIND,3961.4,3784.61,3672.39,3721.79,3871.67,5.03,2.779
SIGNPOST,242.54,231.6,224.7,227.77,236.92,5.036,2.782
NESCO,1115.7,1161.24,1187.57,1217.6,1199.95,5.052,2.711
KIOCL,334.1,352.71,362.08,369.59,367.63,5.054,2.804
CGCL,167.63,174.26,177.69,180.82,182.75,5.067,2.844
JMA,90.1,84.21,81.84,83.2,86.4,5.069,2.723
PGEL,613.35,599.81,587.11,592.43,618.22,5.073,2.737
CHEVIOT,1074.3,1059.82,1058.02,1078.44,1112.61,5.082,2.83
BHARATWIRE,176.13,176.5,176.56,178.74,185.46,5.087,2.749
ONEPOINT,47.94,49.34,50.77,51.0,51.79,5.101,2.631
TEXINFRA,94.51,95.92,97.56,98.53,100.74,5.106,2.724
V2RETAIL,1994.4,2012.8,2080.69,2098.37,1996.03,5.131,3.133
DATAPATTNS,3097.7,2807.4,2715.33,2694.99,2648.07,5.144,2.681
AMBIKCO,1367.8,1339.83,1305.31,1321.73,1375.77,5.151,2.796
PVP,28.05,29.82,31.16,31.05,29.71,5.155,3.313
ELDEHSG,879.45,900.65,900.18,880.33,855.27,5.16,2.956
MANORAMA,1415.1,1390.26,1357.05,1353.29,1316.99,5.177,2.633
GRANULES,599.6,580.57,577.2,565.87,549.42,5.195,2.912
FIBERWEB,41.87,42.03,39.84,40.19,41.89,5.244,3.298
MAYURUNIQ,531.3,553.53,533.47,525.57,528.56,5.263,2.786
BLUEDART,5550.5,5669.86,5627.01,5694.29,5919.76,5.274,2.711
VENKEYS,1366.9,1448.75,1468.68,1476.19,1521.03,5.288,2.735
SUNDRMFAST,923.05,926.99,934.22,947.98,975.87,5.296,2.896
CIEINDIA,495.6,451.53,432.5,425.25,427.86,5.304,2.808
GODREJIND,1050.3,1011.95,1016.41,1042.89,1067.75,5.313,3.076
MSPL,31.62,31.65,32.62,33.24,33.33,5.316,2.984
ICRA,5660.5,5875.99,6002.92,6107.15,6177.1,5.319,2.967
ESSARSHPNG,26.18,27.52,27.49,27.97,28.89,5.327,2.946
VIPIND,366.25,373.82,375.37,382.77,393.34,5.33,3.001
AMBUJACEM,514.5,525.62,535.45,544.78,553.06,5.334,2.969
CAMS,709.2,724.41,732.33,746.17,762.44,5.362,3.006
AMBICAAGAR,25.19,24.89,24.93,25.37,26.24,5.362,2.967
HINDCOMPOS,428.1,427.07,428.8,437.88,450.19,5.399,3.054
FOSECOIND,4731.5,4689.05,4791.57,4945.08,4920.71,5.411,3.161
RELIGARE,210.9,233.41,239.35,242.97,244.83,5.415,2.994
TARMAT,53.94,52.94,52.41,52.62,55.34,5.419,2.808
DICIND,541.05,539.27,525.14,529.56,554.47,5.421,3.01
ASTRAL,1664.0,1570.52,1509.78,1480.09,1486.4,5.434,2.951
VBL,459.1,460.15,467.79,472.13,485.09,5.434,2.875
BBNPNBETF,61.12,60.87,60.17,59.2,57.54,5.439,2.986
TNIDETF,82.5,89.8,93.13,94.29,93.86,5.443,2.87
VOLTAS,1538.0,1484.62,1438.43,1411.51,1400.86,5.446,3.015
DAVANGERE,4.29,4.37,4.29,4.13,4.22,5.453,3.005
ORBTEXP,171.39,181.51,184.79,189.27,190.88,5.464,3.169
CASTROLIND,186.94,186.86,187.73,191.21,197.08,5.468,3.045
TEGA,1782.2,1726.79,1790.92,1824.56,1795.84,5.486,2.789
HCLTECH,1339.2,1519.42,1580.32,1587.29,1592.9,5.487,2.83
BANKBETF,61.87,61.34,60.65,59.67,57.94,5.488,3.008
GABRIEL,965.8,964.58,984.14,1009.69,956.6,5.496,3.086
INDUSINDBK,931.4,922.34,899.82,871.06,873.24,5.505,3.228
BANKBEES,629.96,625.01,617.98,607.93,590.28,5.513,3.022
SONACOMS,529.45,519.36,501.56,490.16,494.26,5.516,2.987
ASIANPAINT,2413.1,2461.64,2567.55,2594.88,2572.36,5.521,2.794
CAPITALSFB,262.4,263.7,264.86,269.8,278.2,5.526,3.077
THOMASCOTT,313.85,323.84,331.84,339.61,341.19,5.529,3.177
BBTC,1766.4,1787.61,1808.59,1839.68,1885.43,5.538,3.062
SETFNIFBK,625.0,620.12,613.06,603.02,585.47,5.545,3.04
HATSUN,895.05,909.76,931.96,947.46,959.52,5.559,3.068
AWHCL,500.35,511.45,508.56,515.1,536.4,5.563,2.903
CHOICEIN,760.65,777.58,784.86,781.82,742.47,5.573,2.879
SAHYADRI,253.39,256.19,254.59,257.91,268.74,5.581,2.904
ADVANIHOTR,54.8,56.04,56.69,57.39,59.1,5.589,3.01
ROLEXRINGS,138.87,135.36,129.57,128.79,136.56,5.592,3.492
EQUITASBNK,65.29,67.44,66.15,64.17,63.77,5.61,3.311
CHOLAHLDNG,1662.3,1713.64,1756.88,1801.65,1806.93,5.612,3.255
PANACHE,345.45,327.41,327.11,328.94,309.54,5.616,2.822
DCMSHRIRAM,1083.1,1125.52,1161.05,1186.48,1185.76,5.628,3.194
JSWENERGY,490.25,481.75,483.93,492.87,509.37,5.635,3.122
ADANIPOWER,144.31,144.1,144.02,142.29,135.96,5.64,3.019
PNBHOUSING,831.7,856.73,881.62,894.87,903.73,5.651,3.091
SCHNEIDER,896.8,813.4,762.62,763.26,767.94,5.663,2.918
ULTRACEMCO,12960.0,12792.43,12477.2,12269.05,12057.97,5.667,3.101
GOODLUCK,1198.4,1155.86,1130.97,1122.98,1087.92,5.669,2.946
ABDL,495.8,508.12,525.83,536.29,510.87,5.68,3.343
KDDL,2349.2,2383.0,2375.37,2420.29,2509.94,5.728,3.129
CARYSIL,918.2,923.78,901.45,894.99,871.16,5.731,2.983
CEATLTD,3723.1,3842.78,3830.44,3777.18,3628.94,5.744,3.11
MCLEODRUSS,41.28,43.11,44.78,45.49,43.64,5.752,3.334
NTPC,382.75,364.61,352.47,344.83,342.56,5.762,3.214
HTMEDIA,22.01,22.14,22.78,23.35,23.41,5.769,3.32
NIBL,31.01,31.17,30.98,30.32,29.38,5.787,3.25
ABB,6056.0,5708.91,5453.07,5357.91,5468.17,5.796,2.94
RBZJEWEL,124.56,137.15,139.83,141.22,144.38,5.799,3.086
RAJRATAN,413.15,450.76,453.53,439.54,429.51,5.813,3.359
ASKAUTOLTD,427.8,442.31,454.53,466.03,467.19,5.814,3.355
MARICO,810.35,771.66,756.56,743.89,724.47,5.823,3.172
AKG,13.96,14.06,13.52,13.25,13.65,5.826,3.075
RADICO,2720.1,2792.85,2906.41,2951.89,2853.06,5.847,3.25
INDIAMART,2213.0,2209.94,2231.26,2282.91,2339.47,5.853,3.315
CREATIVEYE,6.85,6.82,6.94,7.11,7.22,5.854,3.359
STARCEMENT,217.6,217.4,220.66,227.3,230.19,5.881,3.449
MON100,228.33,230.25,231.48,228.48,218.04,5.888,3.073
CORDSCABLE,168.23,171.34,173.86,177.37,181.25,5.893,3.294
KITEX,189.9,190.23,187.07,192.02,198.28,5.9,3.107
ADANIPORTS,1555.4,1518.12,1490.22,1466.49,1426.33,5.901,3.205
CSBBANK,390.6,410.58,427.37,422.74,404.32,5.902,3.47
PRECOT,470.55,458.23,430.35,433.96,450.91,5.926,3.564
INDHOTEL,676.15,685.03,695.31,710.89,725.15,5.933,3.35
MALLCOM,1137.5,1163.49,1169.18,1200.08,1231.15,5.948,3.427
COLPAL,2236.3,2161.6,2148.86,2179.4,2282.04,5.955,3.11
GULFOILLUB,1072.2,1112.1,1134.66,1159.67,1176.03,5.963,3.37
SENCO,322.95,333.62,329.4,331.55,348.72,5.983,3.098
ADFFOODS,211.7,215.86,209.63,212.51,222.32,5.992,3.259
FCL,24.26,24.03,23.9,24.23,25.35,5.993,3.138
EIFFL,238.8,244.8,246.37,241.89,232.05,5.997,3.202
CLSEL,271.16,268.27,263.9,268.59,280.18,6.003,3.021
EMCURE,1434.5,1470.95,1463.97,1432.19,1384.78,6.007,3.373
THYROCARE,399.95,414.23,429.09,430.05,405.99,6.017,3.628
HIRECT,1413.7,1347.32,1382.93,1432.49,1407.66,6.024,3.304
ACI,574.75,567.69,562.59,575.62,597.23,6.027,3.243
ITI,273.5,286.62,294.48,300.69,303.11,6.027,3.392
HAVELLS,1403.8,1390.17,1397.31,1426.83,1474.79,6.028,3.364
GAIL,167.86,165.58,167.25,170.74,175.7,6.031,3.362
HNDFDS,484.85,492.94,499.35,510.55,522.27,6.049,3.41
SHAILY,1945.5,2052.39,2132.88,2170.32,2053.25,6.062,3.713
SANATHAN,413.25,424.73,434.61,447.79,449.79,6.065,3.564
GROBTEA,918.15,957.6,972.61,995.14,1013.32,6.068,3.443
NMDC,80.8,81.22,80.65,78.77,76.31,6.071,3.421
NHPC,75.77,76.74,78.11,79.56,81.35,6.093,3.365
KFINTECH,1001.3,1012.99,1032.88,1057.1,1074.1,6.104,3.455
PYRAMID,151.64,153.82,156.64,159.4,163.1,6.115,3.361
PAISALO,35.22,34.49,34.82,35.17,36.64,6.122,3.227
BAJAJHLDNG,11330.0,11108.6,11147.09,11502.68,11804.43,6.141,3.594
GRAVITA,1579.8,1632.65,1667.56,1696.26,1729.75,6.147,3.376
STARTECK,268.75,273.84,278.05,284.98,290.37,6.15,3.504
CESC,155.72,153.81,157.31,161.35,163.39,6.155,3.51
TORNTPOWER,1541.8,1456.43,1394.28,1361.43,1365.5,6.161,3.392
SAILIFE,942.9,910.98,894.63,881.82,852.81,6.169,3.311
EVEREADY,324.4,331.25,333.32,342.37,351.3,6.18,3.555
SIRCA,464.3,470.45,476.98,474.67,448.19,6.2,3.251
MMP,239.35,250.09,253.1,257.62,264.93,6.202,3.416
ADANIGREEN,981.35,963.21,966.36,982.95,1024.13,6.207,3.385
CEIGALL,286.35,285.46,275.16,267.68,270.24,6.212,3.392
GLFL,6.48,5.95,5.83,6.03,6.23,6.213,3.333
KINGFA,4172.6,4223.64,4238.59,4194.11,3979.31,6.214,3.225
GKWLIMITED,1667.1,1692.39,1699.55,1716.77,1795.99,6.215,3.28
SBFC,96.87,96.26,98.94,101.91,102.28,6.215,3.618
AARTIPHARM,690.9,731.04,747.82,766.5,774.0,6.218,3.56
NILASPACES,13.91,14.34,14.85,15.21,14.84,6.227,3.133
ADANIENSOL,1037.1,995.77,978.9,958.48,931.11,6.235,3.446
MANGLMCEM,885.95,828.04,791.88,774.05,772.78,6.238,3.454
MASFIN,338.15,329.87,322.8,317.13,308.61,6.289,3.424
ASIANHOTNR,298.25,298.59,307.3,315.95,317.42,6.315,3.641
MEDANTA,1149.9,1139.78,1152.95,1187.92,1212.51,6.324,3.669
ALLDIGI,825.8,843.52,847.96,863.93,895.8,6.331,3.488
ARTEMISMED,231.59,238.28,246.14,250.63,252.99,6.35,3.498
MUTHOOTMF,177.87,183.58,181.3,176.66,172.28,6.353,3.611
LLOYDSME,1164.1,1187.52,1219.91,1254.2,1261.59,6.363,3.673
BCG,11.0,11.36,11.18,11.63,11.88,6.372,3.592
VASWANI,59.85,58.46,57.62,56.93,54.64,6.376,3.381
TNPETRO,91.12,94.24,97.59,100.05,98.68,6.38,3.391
AEGISLOG,699.5,700.73,713.55,730.04,745.37,6.382,3.584
NITIRAJ,209.33,191.0,188.58,191.85,201.95,6.383,3.259
CREST,335.35,358.3,366.75,371.18,379.8,6.412,3.426
GLENMARK,2058.6,2012.44,1994.28,1964.88,1880.39,6.415,3.445
CPSEETF,102.67,99.5,96.62,94.63,92.89,6.438,3.542
LUPIN,2250.2,2206.77,2162.85,2110.52,2061.82,6.441,3.608
SANGAMIND,467.85,466.1,459.12,448.78,435.95,6.446,3.591
UFO,72.15,74.6,76.66,77.12,79.25,6.451,3.331
HEROMOTOCO,5511.0,5593.33,5657.65,5574.64,5301.72,6.459,3.286
SUBROS,799.4,807.09,830.57,858.89,847.6,6.48,3.595
HAL,3952.6,4202.14,4320.14,4420.62,4458.63,6.489,3.668
ASIANENE,309.85,286.93,282.26,291.79,302.38,6.493,3.508
WEL,141.55,142.93,146.63,150.12,152.13,6.499,3.659
TATVA,1228.6,1217.15,1259.9,1255.57,1180.03,6.501,3.772
WHEELS,891.95,871.94,851.3,841.33,813.92,6.505,3.439
JGCHEM,366.85,363.05,360.12,374.7,384.0,6.51,3.784
GARUDA,180.24,185.39,186.97,187.93,176.18,6.523,3.407
KSL,729.7,740.7,740.18,759.22,787.89,6.539,3.692
SHREEPUSHK,307.0,340.66,351.83,360.82,352.35,6.565,3.311
GUJAPOLLO,378.3,391.64,404.68,416.59,411.0,6.595,3.576
TATAINVEST,666.2,656.82,671.69,695.86,700.81,6.604,3.907
RECLTD,354.0,359.21,361.58,365.89,382.6,6.608,3.507
POLYCAB,8120.5,7678.19,7534.3,7414.38,7141.19,6.613,3.553
CENTENKA,432.6,446.48,447.04,455.19,475.26,6.653,3.64
AKASH,25.8,25.66,25.74,26.28,27.38,6.653,3.674
SKYGOLD,362.25,350.18,338.77,332.8,325.93,6.695,3.622
PAYTM,1131.7,1175.86,1217.89,1219.82,1144.06,6.695,3.966
KRISHANA,498.85,505.71,505.98,504.89,472.55,6.701,3.378
TBOTEK,1309.4,1431.44,1495.74,1519.68,1506.96,6.739,3.512
UNITEDTEA,501.7,493.12,478.77,468.9,459.24,6.751,3.703
CANFINHOME,883.8,904.24,904.28,882.41,844.59,6.753,3.788
GATEWAY,59.32,59.81,59.7,60.59,63.72,6.764,3.6
ONGC,276.5,267.82,257.6,251.34,249.1,6.77,3.763
AKUMS,483.7,465.9,453.79,456.61,486.54,6.771,3.706
FEDFINA,136.71,142.02,145.91,144.41,136.66,6.772,3.677
MATRIMONY,433.25,500.26,517.86,520.88,529.62,6.777,3.505
STYLEBAAZA,326.95,330.75,315.47,309.57,308.59,6.779,3.69
JMFINANCIL,132.88,134.97,138.1,143.77,144.0,6.796,4.109
VMM,123.59,122.32,126.6,130.73,130.71,6.8,3.953
GLOBUSSPR,923.0,961.07,984.42,1014.09,1023.9,6.807,3.939
CARRARO,517.45,539.36,532.62,518.5,504.05,6.824,3.867
FINPIPE,182.65,183.19,180.25,183.26,192.77,6.853,3.432
MARINE,189.2,190.49,196.34,201.85,203.49,6.872,3.922
INDIGO,4850.3,4894.05,4990.25,5168.51,5227.5,6.875,4.05
KSB,710.4,717.62,728.2,747.1,766.54,6.887,3.887
DELPHIFX,13.02,14.32,14.94,14.77,14.04,6.896,4.031
HISARMETAL,169.28,167.27,166.38,170.73,178.11,6.929,3.805
ANDHRSUGAR,71.84,72.54,73.23,74.73,77.52,6.934,3.815
WIPL,152.91,149.24,150.85,154.19,159.88,6.962,3.846
PNB,131.03,125.47,123.81,120.87,116.34,6.966,3.857
NELCAST,115.15,114.85,110.65,113.64,118.68,6.974,3.663
SUNDARMFIN,5467.0,5288.96,5173.85,5031.57,4906.69,6.992,3.93
STCINDIA,116.56,119.91,121.61,123.74,128.06,6.996,3.802
LICHSGFIN,532.05,521.15,527.28,539.99,558.39,6.999,3.897
IRB,40.16,41.84,42.01,42.64,44.66,7.008,3.768
PITTIENG,897.25,873.56,847.45,863.11,910.45,7.021,3.705
PNGJL,550.7,565.08,580.74,593.39,603.76,7.024,3.895
LINCOLN,615.65,565.28,527.01,522.02,541.42,7.028,3.904
IIFL,502.45,523.0,545.72,538.92,510.22,7.067,4.062
SBILIFE,2082.9,2048.51,2031.19,1987.49,1900.77,7.093,3.896
IDFCFIRSTB,70.97,81.13,81.97,80.27,76.91,7.126,3.764
OMAXE,76.55,77.92,77.04,78.25,82.5,7.138,3.639
ARVIND,357.55,357.79,340.16,332.25,332.71,7.142,3.919
CINEVISTA,15.63,15.63,15.84,16.27,16.75,7.165,4.043
FAZE3Q,489.15,512.84,478.62,477.77,483.29,7.171,3.744
TRIDENT,25.87,26.5,26.74,27.29,28.36,7.172,3.938
ICDSLTD,43.29,43.31,43.65,44.99,46.42,7.181,4.109
BAYERCROP,4711.3,4663.24,4598.83,4702.3,4937.41,7.187,3.731
MANAKCOAT,118.08,123.22,127.81,131.71,127.63,7.191,3.621
PREMIERPOL,51.86,51.32,48.73,47.59,48.78,7.194,3.612
SURAKSHA,282.25,279.95,279.5,285.87,299.86,7.213,3.956
THEJO,1671.9,1715.78,1730.2,1760.31,1836.62,7.228,3.914
APOLLO,238.6,238.43,245.87,248.93,231.61,7.257,4.148
PERSISTENT,4662.0,5568.98,5876.01,5907.58,5790.99,7.263,3.935
EDELWEISS,121.71,117.52,113.14,111.17,108.65,7.282,3.911
AEROFLEX,218.62,201.32,191.47,187.42,185.35,7.304,3.96
AJANTPHARM,2948.8,2887.77,2795.69,2717.16,2672.27,7.308,4.098
INTERARCH,1902.3,1986.92,2081.64,2126.57,2065.65,7.341,3.811
STEELCAS,238.84,227.34,218.88,216.06,209.78,7.354,3.874
BALAJITELE,101.16,94.28,98.3,101.73,99.18,7.362,3.825
CCCL,16.21,17.29,17.8,18.48,18.23,7.365,4.123
PATANJALI,522.4,525.8,533.74,548.97,564.3,7.369,4.17
FMGOETZE,418.2,433.58,446.9,462.41,464.46,7.384,4.31
OIL,472.2,470.57,455.21,441.65,435.61,7.404,4.18
ACMESOLAR,231.6,227.13,228.91,237.75,244.33,7.428,4.35
BPCL,374.45,373.15,368.48,359.87,345.31,7.434,4.1
MODTHREAD,41.24,42.54,43.3,44.42,45.61,7.445,4.177
GLOSTERLTD,575.1,598.95,612.74,624.91,641.79,7.448,4.077
AIIL,496.65,513.28,538.88,550.37,526.47,7.467,4.15
FINCABLES,812.35,791.22,777.11,787.92,838.15,7.514,3.825
BHARATGEAR,108.12,112.46,111.0,108.54,104.31,7.538,4.149
RGL,113.92,115.27,118.29,120.89,123.86,7.539,4.15
SURYODAY,116.44,128.37,133.58,135.7,137.17,7.559,4.082
KPRMILL,920.15,918.87,929.92,963.13,988.45,7.561,4.382
ASAHIINDIA,933.6,957.77,964.85,948.74,894.2,7.567,3.945
GULPOLY,151.87,148.57,144.4,146.78,155.91,7.58,3.986
SBICARD,779.6,782.0,807.29,831.58,841.12,7.583,4.311
SIS,294.05,319.74,327.39,333.13,342.05,7.588,4.119
ZOTA,1248.7,1337.62,1390.71,1404.78,1309.94,7.595,4.506
RAIN,146.18,151.02,144.81,139.86,140.4,7.63,4.318
REDTAPE,124.9,125.77,125.57,128.07,135.13,7.657,4.136
SPORTKING,114.22,107.38,99.66,98.63,100.03,7.662,3.885
NCLIND,182.34,188.84,192.98,197.64,202.87,7.691,4.272
UNIPARTS,471.75,481.46,474.42,464.06,445.09,7.709,4.22
IFCI,58.72,60.09,57.59,56.13,55.56,7.718,4.275
AFSL,201.21,201.89,202.37,204.98,217.44,7.731,4.082
TIIL,2379.9,2315.69,2269.99,2329.41,2454.02,7.733,3.962
NILKAMAL,1395.3,1423.74,1424.67,1457.9,1532.02,7.76,4.277
PREMEXPLN,486.7,480.38,498.68,516.09,518.17,7.764,4.478
CENTEXT,20.09,21.49,22.17,22.89,23.05,7.765,4.481
SURYALAXMI,60.69,58.7,58.48,59.88,63.19,7.766,4.205
ESAFSFB,26.88,27.89,27.68,27.95,29.77,7.767,3.92
RAILTEL,323.45,333.42,340.34,348.17,358.59,7.782,4.295
OBEROIRLTY,1511.9,1542.68,1581.23,1619.16,1660.44,7.789,4.313
EUROBOND,168.54,175.57,179.24,185.39,188.69,7.789,4.502
KROSS,198.97,208.55,200.97,194.88,193.05,7.791,4.405
LT,4259.2,4177.2,4072.77,3977.64,3845.02,7.799,4.272
PANAMAPET,277.1,288.97,290.76,295.35,310.63,7.817,4.184
THERMAX,3148.2,2999.43,2980.18,3043.57,3226.32,7.818,4.143
RPTECH,344.8,364.52,359.3,347.67,337.52,7.831,4.478
AVALON,978.75,996.58,963.11,954.19,919.91,7.833,4.069
JKPAPER,338.1,338.3,344.78,355.07,364.82,7.843,4.429
BALRAMCHIN,456.95,451.36,445.33,457.88,481.17,7.844,4.16
JBCHEPHARM,2070.4,1948.47,1890.21,1835.41,1785.99,7.848,4.365
ITDC,532.55,537.71,549.05,562.93,579.59,7.865,4.367
BEDMUTHA,137.61,133.75,125.73,125.56,136.42,7.892,4.917
SOTL,370.2,364.34,365.95,374.74,393.6,7.903,4.347
ALICON,795.4,784.83,791.07,814.68,847.74,7.909,4.449
BLACKBUCK,603.2,612.85,621.29,616.98,573.58,7.909,4.069
GSFC,171.29,175.48,177.79,182.44,189.05,7.921,4.413
PARAS,632.65,648.54,662.32,676.53,698.66,7.923,4.336
DONEAR,89.56,92.33,92.6,94.74,99.44,7.945,4.371
RAMAPHO,129.1,147.96,156.38,158.23,149.82,7.954,4.823
NRAIL,439.6,448.74,451.91,443.02,416.93,7.957,4.195
SRGHFL,273.55,270.57,274.75,281.21,292.36,7.966,4.376
ADANIENT,2183.0,2174.19,2194.41,2256.82,2348.3,7.976,4.464
SHANTIGEAR,450.7,451.96,456.45,470.82,487.91,7.977,4.52
PILANIINVS,4497.9,4629.49,4800.94,4945.1,4988.68,7.986,4.527
NUVOCO,334.85,342.64,350.98,363.43,369.43,8.0,4.62
SETCO,14.64,14.69,14.84,15.42,15.86,8.01,4.666
METROBRAND,1041.1,1055.76,1081.84,1112.29,1139.15,8.01,4.493
MASKINVEST,156.0,144.26,147.82,153.28,156.77,8.023,4.595
VGUARD,312.4,326.6,329.83,338.49,351.69,8.03,4.478
PRIVISCL,2989.6,2845.18,2853.24,2810.89,2612.85,8.041,4.212
ITBEES,33.2,37.65,39.51,40.01,40.33,8.07,4.286
HBLENGINE,700.55,752.43,794.8,809.05,773.69,8.083,4.544
EIHAHOTELS,332.4,338.06,344.48,354.53,365.01,8.11,4.559
AARTIIND,449.8,434.92,408.0,398.43,409.52,8.112,4.112
AUTOAXLES,2003.3,1985.82,1927.92,1867.21,1823.04,8.125,4.568
JTLIND,63.77,66.26,66.13,66.95,71.33,8.146,4.253
5PAISA,328.25,332.03,337.54,341.65,358.81,8.159,4.288
HCG,584.7,596.73,626.07,644.45,627.94,8.162,4.134
WABAG,1275.7,1251.77,1251.54,1300.81,1355.76,8.17,4.726
NEULANDLAB,13366.0,13395.49,14047.74,14488.0,14238.4,8.174,4.325
GNFC,457.55,467.37,475.01,485.82,504.87,8.196,4.492
INTLCONV,78.05,80.39,82.88,85.79,86.79,8.21,4.727
CHENNPETRO,916.6,887.02,876.61,855.44,811.74,8.213,4.491
ETHOSLTD,2436.3,2528.58,2644.9,2708.45,2728.83,8.219,4.544
AKZOINDIA,3117.8,3015.8,3075.45,3177.07,3272.31,8.227,4.657
RVNL,321.65,318.44,324.86,331.08,344.95,8.242,4.443
AIAENG,3859.6,3934.53,3883.61,3747.59,3616.3,8.245,4.71
ASIANTILES,69.71,71.22,70.67,68.32,65.47,8.253,4.689
SURANAT&P,18.01,18.38,18.88,19.46,19.87,8.255,4.662
EMKAY,236.0,247.29,260.32,266.78,261.78,8.257,4.232
IGIL,330.0,326.05,324.5,331.67,351.81,8.276,4.422
ALEMBICLTD,92.47,95.41,96.87,99.14,103.07,8.288,4.555
LTIM,4501.0,5302.58,5630.7,5677.04,5587.37,8.32,4.32
3MINDIA,35875.0,35906.79,35228.05,34184.13,32920.12,8.325,4.648
MANBA,121.74,127.03,131.33,134.23,137.17,8.332,4.563
EMAMIPAP,86.62,86.5,86.94,89.58,93.74,8.356,4.688
VTL,539.65,495.07,466.1,452.82,449.97,8.359,4.59
NBCC,94.54,98.97,103.6,106.61,106.89,8.37,4.715
EIDPARRY,867.0,905.65,941.04,976.19,978.3,8.38,4.866
RATNAMANI,2487.2,2271.73,2246.81,2309.77,2455.45,8.389,4.449
UNIVCABLES,677.1,712.61,757.11,769.47,743.85,8.397,4.525
CALSOFT,13.65,14.18,14.74,15.19,15.33,8.426,4.756
CANTABIL,275.6,290.09,283.49,274.5,266.84,8.437,4.762
TPLPLASTEH,69.78,67.4,66.86,68.54,72.75,8.44,4.494
ANANDRATHI,3056.5,3006.49,3002.96,2944.86,2748.19,8.451,4.542
WALCHANNAG,169.28,174.12,174.11,177.28,188.42,8.455,4.539
EUREKAFORB,492.75,525.03,551.08,564.95,566.7,8.455,4.697
WINDLAS,761.3,798.25,807.54,832.13,862.78,8.476,4.777
RKFORGE,543.95,549.71,537.8,544.09,584.2,8.53,4.437
GOPAL,288.8,306.15,311.89,321.47,330.81,8.538,4.822
CIFL,31.34,32.11,33.08,33.94,34.8,8.573,4.743
RATEGAIN,513.0,576.01,612.56,620.03,610.77,8.581,4.349
AGIIL,294.2,261.23,261.77,256.74,236.47,8.601,4.555
CHAMBLFERT,458.0,450.47,451.86,466.86,489.91,8.611,4.852
INOXGREEN,175.76,176.91,185.79,192.06,187.44,8.623,4.467
BLAL,187.22,191.24,196.3,201.05,207.4,8.631,4.738
SHRIRAMPPS,79.67,80.52,81.39,83.91,87.4,8.635,4.846
JUBLINGREA,602.45,634.49,657.98,675.58,686.75,8.675,4.824
HYBRIDFIN,20.02,19.94,20.04,19.66,18.3,8.675,4.576
BIL,830.0,843.84,808.27,796.64,771.75,8.686,4.576
WSTCSTPAPR,414.2,420.57,420.34,432.06,456.44,8.715,4.82
VINATIORGA,1504.8,1521.21,1551.43,1596.3,1652.7,8.738,4.866
ZFCVINDIA,15799.0,15309.72,14829.24,14360.1,13925.03,8.764,4.877
DIGJAMLMTD,44.95,47.83,49.35,49.95,51.78,8.797,4.623
PRICOLLTD,619.05,604.92,603.21,585.43,550.33,8.818,4.888
BANKBARODA,313.1,300.26,295.92,286.65,272.63,8.827,4.907
MAHEPC,119.38,123.01,125.35,129.87,133.56,8.83,5.046
KOLTEPATIL,362.0,363.03,373.14,386.87,395.05,8.845,5.054
KEI,4781.0,4517.42,4370.77,4247.23,4094.51,8.846,4.854
JSWSTEEL,1254.5,1230.74,1200.19,1167.98,1119.5,8.867,4.862
INDTERRAIN,32.61,34.28,34.59,35.21,37.17,8.869,4.753
NAGREEKEXP,25.5,25.82,26.1,26.82,28.08,8.874,4.912
ERIS,1384.6,1397.05,1451.42,1507.19,1519.96,8.877,5.11
SCILAL,44.92,45.66,46.21,47.37,49.65,8.882,4.87
LEXUS,38.24,32.61,29.74,29.2,30.59,8.919,4.832
NEXTMEDIA,5.99,5.79,5.84,6.03,6.32,8.921,4.996
PGHL,5161.0,5202.85,5403.33,5592.82,5663.36,8.923,5.073
TVSSRICHAK,3998.8,4164.82,4155.07,4030.75,3807.93,8.925,4.981
BEML,1697.9,1733.39,1774.67,1841.14,1884.95,8.926,5.116
IOC,180.19,173.42,168.36,163.37,157.31,8.937,4.931
RUBYMILLS,190.93,201.89,207.62,213.64,218.96,8.941,4.996
IOB,36.48,35.68,35.91,36.78,38.95,8.944,4.869
POKARNA,934.8,976.8,911.77,893.15,908.58,8.948,4.531
KILITCH,320.1,331.43,338.25,349.16,360.14,8.97,5.053
INNOVANA,423.9,404.04,406.86,426.62,442.22,9.007,5.28
UCOBANK,29.24,28.9,29.16,29.7,31.53,9.009,4.814
NSIL,5911.5,6052.38,6236.09,6487.55,6586.74,9.039,5.229
PGIL,1546.4,1594.07,1578.59,1536.52,1454.07,9.054,4.98
AXISBANK,1387.6,1349.15,1313.55,1271.81,1223.43,9.061,5.032
MHLXMIRU,192.27,194.43,200.65,206.84,211.86,9.065,5.069
MOTILALOFS,743.2,781.61,814.94,848.3,849.04,9.073,5.284
RCF,127.61,133.17,136.44,140.26,144.75,9.074,5.035
GOKEX,709.85,744.01,735.56,760.57,800.02,9.08,4.929
BANSWRAS,110.01,113.78,113.64,117.08,123.63,9.083,5.041
TEAMGTY,269.75,263.46,267.73,263.04,243.21,9.09,4.571
TARACHAND,63.36,66.54,70.17,72.31,71.92,9.104,5.013
MOKSH,12.78,13.38,13.88,14.13,14.54,9.119,4.894
ABBOTINDIA,26365.0,26851.82,27562.01,28458.47,29258.84,9.13,5.132
