symbol,last_close,ma20,ma50,ma100,ma200,ma_band_pct,avg_pair_diff_pct
GENCON,58.67,52.44,49.04,46.54,44.22,14.009,7.713
BHARATSE,199.5,181.87,174.06,169.56,153.91,14.015,7.383
PASHUPATI,965.05,882.63,842.96,807.57,747.36,14.017,7.62
PCBL,310.5,298.97,300.07,317.68,342.56,14.038,7.964
PDSL,309.95,324.78,337.44,346.6,368.3,14.039,7.512
AUBANK,1002.2,998.38,980.85,934.78,857.42,14.066,7.799
ATGL,518.15,532.54,550.01,572.52,605.46,14.073,7.761
RPSGVENT,668.0,715.65,733.16,766.17,809.79,14.093,7.87
SFL,555.85,571.11,577.4,602.13,649.47,14.097,7.79
TOUCHWOOD,85.13,90.33,95.14,98.31,102.35,14.113,7.678
MALUPAPER,31.36,32.52,33.7,35.17,36.95,14.115,7.838
JPOLYINVST,1277.25,1137.89,1064.47,1017.08,957.53,14.121,7.679
ABINFRA,20.3,20.2,19.56,19.01,17.31,14.205,7.556
NGIL,25.02,26.72,27.67,28.55,30.28,14.217,7.692
NIACL,149.47,151.06,154.47,162.33,172.31,14.218,7.985
SOMANYCERA,392.35,403.13,409.03,425.84,458.92,14.219,7.823
CERA,4994.5,5117.31,5212.27,5451.77,5828.05,14.23,7.914
KANSAINER,197.66,209.4,220.28,228.64,237.55,14.243,7.827
NUCLEUS,793.2,864.71,894.86,929.84,977.69,14.243,7.856
REPRO,400.4,426.74,439.04,458.36,483.83,14.26,7.934
TFL,12.98,13.55,14.07,14.45,15.4,14.261,7.613
IOLCP,71.86,74.63,77.83,82.5,84.91,14.308,8.237
BLSE,158.0,166.57,176.76,183.66,189.2,14.321,7.889
TEXMOPIPES,45.82,47.4,48.05,50.16,53.97,14.346,7.942
HINDOILEXP,132.7,142.19,147.64,152.56,161.31,14.407,7.822
TCS,2573.7,2841.4,2998.09,3077.95,3212.46,14.418,7.726
APLLTD,750.85,778.98,805.87,843.84,887.25,14.419,8.052
PCJEWELLER,10.07,10.19,10.37,10.92,11.64,14.427,8.127
SALASAR,7.9,8.26,8.51,8.74,9.4,14.429,7.688
MOLDTKPAC,563.45,562.41,580.49,614.98,643.7,14.429,8.234
SUNDROP,655.2,655.02,672.13,707.93,749.62,14.437,8.129
DHAMPURSUG,113.79,117.0,119.75,124.49,133.43,14.442,7.915
STARPAPER,142.56,146.27,152.05,158.12,166.88,14.459,7.938
OAL,274.5,287.17,291.83,305.18,326.95,14.492,8.056
ALBERTDAVD,710.5,717.65,728.69,756.8,820.62,14.493,7.906
IGPL,370.4,361.37,371.43,388.23,415.25,14.544,8.028
LGBBROSLTD,1928.5,1878.75,1829.2,1737.17,1598.02,14.557,8.074
SOFTTECH,284.75,299.16,307.64,323.15,340.62,14.56,8.188
TTL,9.78,9.31,8.95,9.36,10.38,14.573,7.358
ASALCBR,825.9,859.24,888.42,934.58,979.94,14.615,8.239
IVP,137.92,140.91,144.79,151.5,161.09,14.632,8.127
SPMLINFRA,172.56,181.23,184.23,196.09,206.5,14.642,8.467
SANGHVIMOV,261.4,286.69,304.91,317.34,325.02,14.664,8.124
PPLPHARMA,159.48,162.34,166.97,175.43,185.75,14.675,8.222
INDIANCARD,211.81,226.76,233.41,243.9,257.95,14.726,8.189
SUMMITSEC,1683.9,1760.56,1832.99,1926.67,2009.13,14.762,8.308
ALOKINDS,14.55,15.21,15.63,16.27,17.36,14.777,8.127
LAMBODHARA,106.6,111.95,115.2,120.41,127.72,14.793,8.211
DPABHUSHAN,1209.5,1257.73,1331.74,1394.43,1436.69,14.796,8.262
SJVN,74.19,75.12,76.14,79.61,86.09,14.798,8.178
RADAAN,2.91,3.07,3.19,3.33,3.5,14.808,8.183
MRPL,196.86,184.31,171.24,161.61,155.14,14.814,8.222
SMSPHARMA,380.8,345.38,328.64,311.14,288.94,14.822,8.177
KRISHIVAL,317.8,331.86,354.9,379.17,375.33,14.885,8.514
MOTISONS,15.93,14.91,14.64,15.5,17.01,14.904,8.072
JINDALPOLY,552.7,464.52,460.6,489.44,543.03,14.913,8.208
PSB,26.04,27.24,27.68,28.48,31.13,14.941,7.982
GRINFRA,986.0,975.97,992.33,1045.75,1123.31,14.943,8.374
MURUDCERA,32.2,34.01,34.65,36.38,38.83,14.956,8.374
INDIANB,985.85,911.6,874.51,832.02,763.73,14.999,8.218
PLATIND,225.79,231.48,238.42,250.07,265.4,15.021,8.371
VISASTEEL,38.52,38.91,42.64,44.7,43.02,15.026,7.677
GANGESSECU,123.0,128.2,131.92,138.72,146.7,15.042,8.442
ZODIACLOTH,80.72,82.81,84.7,88.68,94.96,15.053,8.348
OCCLLTD,88.95,92.24,96.11,102.3,105.64,15.069,8.695
CUB,288.85,285.84,280.91,266.56,242.28,15.082,8.369
JPPOWER,14.39,15.11,15.99,16.82,17.28,15.097,8.501
RAMKY,462.05,478.33,505.07,531.85,548.12,15.104,8.518
SATIA,64.63,65.12,65.86,69.09,74.9,15.13,8.398
SOLARA,473.15,493.82,521.45,546.12,565.49,15.146,8.442
CIGNITITEC,1201.7,1428.76,1552.55,1611.03,1610.59,15.167,8.389
INSECTICID,626.9,624.14,647.88,685.25,719.31,15.181,8.584
XPROINDIA,874.6,929.72,963.88,1006.37,1062.64,15.198,8.409
ZENITHEXPO,198.31,202.4,210.68,221.46,232.62,15.239,8.525
BBL,2423.1,2556.37,2659.73,2770.91,2925.71,15.243,8.386
BIGBLOC,51.06,56.63,59.85,60.64,64.42,15.248,7.881
GODREJPROP,1770.7,1794.71,1851.89,1943.0,2064.92,15.26,8.487
ASPINWALL,213.77,218.26,225.31,236.83,250.92,15.278,8.537
KIRIINDUS,456.3,471.76,503.69,528.65,541.48,15.279,8.552
GRMOVER,159.67,162.23,160.93,153.44,137.83,15.28,8.423
GEECEE,290.15,302.47,314.6,329.54,346.8,15.281,8.498
VRAJ,125.22,129.47,130.46,135.65,148.67,15.331,8.357
MEDICAMEQ,299.6,337.15,355.04,364.98,383.18,15.363,8.234
CAPACITE,242.13,246.11,248.51,261.26,283.31,15.364,8.56
GANESHBE,82.84,79.91,79.52,82.81,92.25,15.366,8.267
KUANTUM,88.24,90.65,92.16,96.63,104.22,15.376,8.533
JSFB,370.9,382.44,396.79,417.78,439.49,15.381,8.633
STEELXIND,7.69,7.96,8.3,8.68,9.14,15.419,8.534
GUFICBIO,281.1,300.16,314.15,328.05,343.54,15.43,8.539
SVLL,553.0,586.31,636.32,671.7,657.27,15.442,8.353
LAGNAM,74.11,74.22,73.65,76.73,85.1,15.452,8.291
LLOYDSENGG,48.88,50.68,51.67,54.35,58.24,15.458,8.643
AARTIDRUGS,369.5,375.75,390.32,413.18,432.86,15.458,8.76
SHREDIGCEM,71.78,73.42,79.1,82.83,84.52,15.462,8.597
TRENT,3931.3,4072.25,4109.99,4314.69,4680.57,15.474,8.605
JAYNECOIND,77.56,78.47,77.95,74.35,66.46,15.487,8.518
RITCO,222.18,235.02,246.86,256.94,269.5,15.519,8.516
DEVYANI,129.48,130.23,132.74,140.39,150.35,15.539,8.754
MWL,270.45,271.01,268.16,254.28,228.91,15.565,8.638
HAVISHA,1.65,1.7,1.75,1.83,1.96,15.577,8.647
LIBAS,10.13,10.45,10.67,11.12,12.03,15.583,8.529
MMFL,461.0,451.68,418.51,389.05,379.57,15.641,8.886
GUJALKALI,475.2,474.81,485.77,509.29,549.39,15.694,8.672
ATL,25.59,25.59,26.3,27.64,29.62,15.763,8.752
LOVABLE,76.62,77.08,78.31,82.19,89.19,15.8,8.743
IFBAGRO,893.0,1026.32,1167.41,1163.72,1035.78,15.8,10.288
ALKYLAMINE,1496.1,1543.77,1589.81,1677.25,1780.27,15.808,8.878
SUNDRMBRAK,671.05,626.7,643.6,681.57,732.8,15.811,8.848
AVONMORE,15.14,15.26,16.13,16.99,17.66,15.821,8.855
BANG,41.89,44.04,46.01,48.29,50.67,15.841,8.826
APLAPOLLO,2195.6,2166.02,2045.25,1931.06,1817.98,15.852,8.793
SJS,1846.0,1796.25,1741.05,1659.08,1503.31,15.868,8.674
ATALREAL,24.65,26.01,25.77,24.57,22.09,15.877,8.751
GNA,418.15,411.38,378.75,354.59,344.69,15.949,8.937
NDL,2.77,2.9,2.96,3.08,3.35,15.963,8.715
POLYPLEX,808.75,837.88,848.01,889.98,967.02,15.967,8.848
HIMATSEIDE,101.11,108.46,110.49,115.45,124.62,15.988,8.812
ORISSAMINE,4151.8,4375.16,4577.75,4754.68,5039.5,16.001,8.711
MUKTAARTS,54.53,59.37,61.1,63.85,68.1,16.016,8.847
IREDA,126.01,128.4,132.8,138.64,148.58,16.019,8.782
DREDGECORP,919.1,991.89,981.11,916.31,844.58,16.027,9.188
BHARATFORG,1858.3,1674.8,1555.4,1459.9,1376.96,16.028,8.87
TIPSFILMS,392.0,385.41,394.96,413.77,448.37,16.059,8.829
ZEEL,88.04,90.51,91.28,96.33,104.65,16.064,8.986
INDOAMIN,109.06,114.72,118.92,124.63,132.28,16.092,8.919
ADROITINFO,9.47,9.74,9.94,10.28,11.27,16.193,8.701
DRCSYSTEMS,15.23,16.38,16.76,17.51,18.85,16.211,8.935
VENUSPIPES,1050.3,1111.38,1140.9,1194.14,1281.64,16.211,8.95
MOTOGENFIN,20.89,21.97,22.69,23.74,25.36,16.215,8.945
CCHHL,13.82,13.82,14.33,15.13,16.07,16.227,9.077
MUTHOOTCAP,230.16,236.47,248.85,260.67,273.83,16.234,8.972
UNIONBANK,200.62,184.73,173.79,163.17,152.13,16.252,9.008
BIRLAMONEY,134.95,132.61,136.35,145.16,154.71,16.378,9.278
BEPL,82.37,84.74,86.62,90.98,98.25,16.404,9.083
JUNIPER,215.03,233.82,240.42,250.76,269.09,16.404,9.004
DEN,28.22,28.84,29.74,31.13,33.48,16.426,9.03
SAKAR,521.05,462.13,430.71,405.47,376.44,16.447,9.031
TGBHOTELS,9.04,9.43,9.66,10.16,10.92,16.46,9.156
DOLLAR,294.8,314.83,327.76,341.04,363.36,16.462,8.982
DALMIASUG,282.35,288.61,293.5,309.81,335.12,16.471,9.198
RICOAUTO,125.37,125.09,122.06,114.27,104.41,16.492,9.282
BOHRAIND,18.64,19.16,18.81,20.04,21.89,16.509,9.036
ARTNIRMAN,40.49,42.76,44.77,46.98,49.44,16.512,9.167
BLKASHYAP,48.23,50.39,50.95,53.55,58.36,16.545,9.172
IEX,125.63,126.84,131.48,137.6,147.64,16.557,9.09
UMESLTD,4.4,4.6,4.77,5.0,5.33,16.575,9.145
BAJEL,160.69,162.72,166.47,175.63,189.38,16.588,9.243
SIYSIL,539.95,562.49,592.71,627.63,652.18,16.61,9.383
IMFA,1245.1,1312.71,1297.96,1237.57,1105.89,16.611,9.114
FEDERALBNK,295.65,286.89,274.91,258.23,237.62,16.664,9.272
SWIGGY,314.0,330.5,347.75,366.86,382.86,16.676,9.352
MOHITIND,24.39,25.21,26.42,28.04,29.27,16.677,9.443
KELLTONTEC,19.93,18.13,18.04,19.35,21.36,16.682,9.356
BANKINDIA,175.5,166.52,158.19,148.49,137.18,16.718,9.281
WEWIN,40.02,43.01,44.52,46.51,49.71,16.755,9.206
UJJIVANSFB,60.74,61.98,59.63,56.16,51.79,16.761,9.333
VISAKAIND,62.25,64.5,66.36,69.85,74.94,16.782,9.327
RHL,186.74,189.38,195.1,208.5,220.78,16.812,9.602
RIIL,709.6,739.24,764.81,803.09,858.59,16.82,9.309
DCBBANK,187.45,191.24,185.29,174.27,159.59,16.885,9.422
JAMNAAUTO,142.9,136.14,128.83,120.56,111.95,16.929,9.429
ACE,865.55,885.5,905.0,953.44,1032.06,16.932,9.399
CROWN,125.62,129.18,129.88,136.37,150.46,16.942,9.333
AMDIND,42.37,43.75,46.02,48.52,50.93,16.945,9.458
BIOFILCHEM,33.83,34.88,34.98,36.61,40.61,16.952,9.278
SUMICHEM,404.85,415.62,432.39,458.33,484.33,16.971,9.554
VIDHIING,301.25,315.04,324.59,339.54,366.22,16.987,9.321
MVGJL,158.0,169.59,175.53,183.47,196.46,17.005,9.341
TASTYBITE,7325.5,7551.78,7693.77,8128.83,8798.67,17.021,9.5
IMAGICAA,44.96,47.91,49.05,51.06,55.6,17.102,9.294
POWERMECH,2124.3,2152.1,2216.54,2357.38,2515.47,17.105,9.658
SINCLAIR,74.71,76.54,79.71,84.1,89.32,17.109,9.533
DWARKESH,35.17,35.7,36.44,38.25,41.73,17.15,9.436
KNAGRI,180.85,176.15,182.49,194.33,207.27,17.206,9.694
TINNARUBR,725.1,724.18,742.45,788.78,849.01,17.216,9.673
SPIC,69.36,71.81,75.76,80.54,83.76,17.229,9.763
TCIEXP,545.2,556.69,563.1,593.1,650.91,17.283,9.559
SURYAROSNI,222.69,236.26,249.73,262.51,274.79,17.3,9.607
SUVEN,148.96,151.66,157.45,170.04,177.45,17.317,10.067
HITECH,86.34,85.01,87.36,92.23,99.96,17.322,9.602
GOACARBON,374.7,382.06,390.59,407.7,447.02,17.339,9.43
KRISHNADEF,1001.6,1008.61,936.9,882.76,834.7,17.363,9.582
BLS,286.15,281.96,292.86,309.21,331.68,17.377,9.641
SUDARSCHEM,887.6,918.01,947.68,1017.5,1072.33,17.386,10.004
DMCC,216.13,235.35,242.44,256.89,272.98,17.413,9.82
TIL,227.41,243.14,252.93,267.92,282.79,17.439,9.818
UNIECOM,107.81,108.43,111.9,117.99,127.24,17.446,9.664
MOREPENLAB,46.47,39.66,39.92,42.7,47.77,17.45,9.723
BECTORFOOD,216.68,220.74,229.36,242.06,258.56,17.459,9.706
LOYALTEX,216.29,234.35,230.06,239.36,267.86,17.478,9.125
MAZDA,196.25,209.58,215.0,228.45,243.89,17.484,9.884
KSHITIJPOL,2.75,2.53,2.49,2.61,2.97,17.509,9.245
TATACHEM,710.0,712.62,739.22,782.59,837.03,17.523,9.779
GILLANDERS,90.84,93.69,98.01,104.63,109.62,17.536,9.982
PAGEIND,33160.0,33655.51,34827.91,36965.15,39471.51,17.539,9.844
UCAL,107.21,110.82,113.3,119.13,129.65,17.566,9.689
DIGISPICE,19.97,20.3,21.62,22.79,23.81,17.573,9.768
DEEPINDS,358.5,382.4,401.06,426.57,445.5,17.601,9.987
MOLDTECH,131.93,136.77,143.65,152.15,159.99,17.607,9.878
EASEMYTRIP,8.76,7.92,7.54,7.82,9.09,17.609,9.003
SBIN,1223.3,1157.04,1082.27,1014.18,941.55,17.615,9.735
NAGAFERT,4.41,4.66,4.76,4.9,5.44,17.646,9.381
PALASHSECU,94.43,97.48,101.2,106.65,114.16,17.664,9.793
3PLAND,33.77,34.93,36.19,38.36,40.9,17.68,9.911
APTUS,236.5,254.53,267.26,281.44,296.37,17.695,9.847
KIRLOSIND,2850.9,3076.33,3175.33,3347.5,3581.02,17.703,9.858
PRINCEPIPE,250.41,257.47,259.29,273.33,301.85,17.723,9.796
CORALFINAC,33.78,35.04,36.65,38.62,41.03,17.726,9.836
JAGSNPHARM,173.28,174.89,182.13,194.7,205.71,17.787,10.103
MGEL,11.01,12.1,12.86,13.65,14.06,17.792,10.091
IRIS,250.15,266.5,281.59,297.1,311.01,17.794,9.93
SUTLEJTEX,31.34,30.98,31.17,32.74,36.57,17.826,9.746
PLASTIBLEN,147.56,153.75,157.77,165.45,180.11,17.864,9.799
TVTODAY,125.09,126.31,130.21,136.46,148.67,17.88,9.772
GTL,7.12,7.5,7.7,8.11,8.78,17.89,9.906
DECCANCE,709.7,689.97,719.89,782.46,816.94,17.891,10.415
NOCIL,147.57,146.35,148.59,157.25,172.81,17.935,9.945
VIMTALABS,462.25,478.57,520.32,560.42,561.94,18.035,10.463
COSMOFIRST,653.1,666.54,677.94,731.58,784.4,18.047,10.393
COFORGE,1212.2,1454.93,1586.44,1658.87,1673.94,18.067,10.029
KIRLOSENG,1392.8,1317.39,1234.42,1151.4,1065.73,18.069,10.028
CYIENT,950.1,1041.44,1091.6,1131.05,1213.22,18.08,9.732
WONDERLA,486.55,499.58,515.33,540.6,587.62,18.094,9.913
ASMS,10.79,11.46,11.76,12.28,13.42,18.11,9.86
RVHL,38.83,43.86,47.36,49.65,50.91,18.157,10.059
ANTGRAPHIC,0.83,0.91,0.95,0.99,1.07,18.168,9.919
CAMLINFINE,140.39,151.65,155.54,167.29,177.16,18.168,10.479
ROTO,59.98,61.2,62.55,66.31,72.1,18.17,10.128
NAUKRI,1017.9,1152.7,1233.02,1288.07,1337.85,18.19,9.996
MEDIASSIST,388.6,409.88,428.92,454.28,480.58,18.194,10.185
SUNDARAM,1.55,1.63,1.69,1.77,1.92,18.216,9.972
VINEETLAB,30.25,31.97,33.98,35.65,37.48,18.216,10.031
GREAVESCOT,154.52,165.43,173.86,184.42,193.66,18.27,10.274
SUZLON,44.13,46.47,48.78,51.55,54.53,18.273,10.186
BASF,3530.6,3662.3,3782.39,3999.79,4307.55,18.276,10.164
RACLGEAR,1401.4,1291.1,1172.69,1106.44,1034.78,18.29,9.933
INDSWFTLAB,142.26,131.58,117.48,109.57,105.52,18.315,10.085
JASH,394.65,398.09,410.19,437.18,470.59,18.37,10.325
YUKEN,739.15,767.31,804.06,850.97,903.22,18.387,10.251
63MOONS,600.95,649.87,681.67,729.88,760.58,18.421,10.548
PRABHA,183.11,168.34,173.41,187.42,202.17,18.473,10.511
CARTRADE,1778.4,2161.55,2413.07,2490.41,2327.47,18.492,10.048
ROSSARI,499.35,524.97,547.52,576.92,617.35,18.5,10.231
RUSTOMJEE,437.15,470.8,495.42,522.21,551.67,18.501,10.272
PRECWIRE,302.37,272.65,254.29,238.05,216.69,18.506,10.149
COUNCODOS,5.3,5.23,5.47,5.83,6.22,18.509,10.399
HUHTAMAKI,175.67,185.55,194.47,205.1,218.14,18.551,10.284
SYNCOMF,12.82,13.42,13.79,14.68,15.8,18.594,10.445
STLTECH,165.11,143.57,125.12,117.23,112.85,18.604,10.099
MIRCELECTR,28.18,30.86,30.15,28.28,25.61,18.634,10.421
KALYANKJIL,406.9,413.12,435.01,460.71,489.04,18.658,10.382
XTGLOBAL,28.68,29.93,31.49,33.35,35.28,18.664,10.414
NIBE,1025.6,1054.51,1089.99,1151.74,1246.59,18.728,10.368
KOTHARIPET,118.1,120.45,123.52,131.09,142.57,18.729,10.432
HEADSUP,7.91,8.34,8.69,9.18,9.82,18.747,10.395
LEMONTREE,113.67,126.26,136.89,144.95,147.58,18.751,10.558
RADHIKAJWE,66.79,69.85,72.65,77.11,82.43,18.839,10.533
BOROSCI,105.27,111.39,114.67,121.5,131.25,18.866,10.515
ITC,323.5,325.17,342.5,364.38,386.38,18.923,10.589
VIVIMEDLAB,8.01,7.98,8.64,8.15,7.13,18.925,9.818
OFSS,6454.0,7038.61,7453.29,7823.11,8260.08,18.926,10.418
PRITIKAUTO,13.37,13.78,13.91,14.61,16.32,18.936,10.341
ORCHPHARMA,647.9,680.79,715.85,743.19,803.54,18.945,10.176
HITECHCORP,147.1,154.46,161.5,170.61,182.36,18.969,10.517
STYRENIX,1915.8,1947.11,1986.67,2124.31,2311.65,19.028,10.711
GVT&D,3735.9,3496.12,3257.69,3075.33,2783.27,19.081,10.354
SKIPPER,370.95,380.73,399.49,428.7,451.55,19.092,10.858
ARCHIES,15.51,16.23,17.05,17.94,19.2,19.093,10.5
ALPHAGEO,202.59,211.28,218.13,228.49,249.96,19.093,10.399
BHAGCHEM,200.57,212.31,219.67,232.43,250.64,19.11,10.616
MARALOVER,45.92,44.78,44.27,46.82,53.04,19.111,10.295
ATHERENERG,698.85,699.18,680.83,644.73,565.55,19.122,10.422
SAKSOFT,148.37,163.69,175.47,184.93,192.2,19.215,10.67
PNC,24.82,25.27,25.82,27.0,30.05,19.251,10.417
BAJAJHFL,87.32,89.58,92.76,98.04,106.39,19.252,10.635
TTKHLTCARE,916.25,945.89,987.16,1042.76,1122.41,19.265,10.644
GRPLTD,1729.8,1778.61,1791.79,1894.98,2112.68,19.312,10.65
GODFRYPHLP,2148.0,2207.24,2328.64,2544.93,2622.49,19.332,11.344
ELECON,419.7,431.57,446.08,477.56,512.75,19.343,10.921
GOLDBEES,131.22,126.91,121.36,113.05,101.5,19.36,10.736
GREENPANEL,209.53,218.8,226.62,240.59,259.37,19.363,10.793
SETFGOLD,135.35,130.94,125.23,116.63,104.7,19.392,10.755
SANOFI,4080.7,4049.36,4135.13,4374.5,4840.77,19.394,10.675
MARATHON,406.15,474.42,502.11,531.34,553.21,19.398,10.899
RENUKA,23.23,24.34,25.17,26.51,28.85,19.404,10.665
AXISGOLD,132.48,127.92,122.26,113.85,102.2,19.416,10.766
ASTEC,618.35,629.42,652.51,691.19,749.51,19.421,10.753
IVZINGOLD,13796.45,13342.96,12751.41,11877.07,10662.85,19.426,10.769
TATAGOLD,15.36,14.89,14.24,13.26,11.91,19.428,10.778
AARTECH,43.11,46.44,48.24,50.83,54.82,19.429,10.716
HINDWAREAP,228.71,236.75,251.35,270.41,281.2,19.436,11.107
LICMFGOLD,14212.6,13815.36,13228.42,12318.94,11052.85,19.437,10.785
HDFCGOLD,135.45,131.03,125.22,116.6,104.68,19.454,10.787
GOLD1,132.14,127.83,122.04,113.65,102.06,19.5,10.809
UTTAMSUGAR,193.88,211.2,223.22,234.73,249.02,19.505,10.742
AJAXENGG,490.4,502.46,536.24,570.84,598.13,19.508,10.93
ELECTHERM,717.6,764.57,812.35,861.68,904.58,19.512,10.902
VINNY,1.12,1.17,1.2,1.24,1.38,19.515,10.333
SEAMECLTD,1311.1,1289.0,1185.81,1089.64,1033.07,19.52,10.982
AAVAS,1269.2,1335.8,1409.26,1491.54,1583.65,19.528,10.845
QGOLDHALF,131.47,127.02,121.3,112.92,101.34,19.532,10.829
GOLDCASE,24.96,24.15,23.07,21.47,19.27,19.538,10.835
BBNPPGOLD,153.55,148.87,142.15,132.32,118.8,19.582,10.859
BSLGOLDETF,139.22,135.01,129.09,120.12,107.73,19.595,10.871
SNOWMAN,39.35,40.7,41.12,43.67,48.41,19.603,10.879
JHS,9.68,10.29,10.46,10.87,12.19,19.617,10.528
GOLDIETF,135.71,131.57,125.7,116.97,104.93,19.628,10.886
WEIZMANIND,84.02,87.35,91.28,96.99,103.85,19.635,10.949
KSCL,801.85,858.36,898.67,956.83,1015.93,19.65,11.034
SPECIALITY,100.78,104.55,109.4,115.73,124.37,19.668,10.882
BAGFILMS,5.23,5.61,5.89,6.18,6.64,19.689,10.791
DELTAMAGNT,61.47,63.14,65.88,69.96,75.26,19.719,10.966
KREBSBIO,57.9,59.26,62.17,65.81,70.69,19.739,10.919
LTTS,3148.6,3632.61,3905.77,4077.88,4254.72,19.759,10.79
SUNCLAY,1352.4,1313.71,1300.81,1383.6,1568.4,19.787,10.755
GIPCL,140.14,142.88,148.0,157.62,170.61,19.791,11.04
VARDMNPOLY,7.1,6.99,6.73,7.15,8.14,19.818,10.279
LPDC,6.06,6.41,6.7,7.08,7.61,19.837,10.959
SHAREINDIA,133.96,144.88,151.3,157.36,171.52,19.884,10.697
TRF,267.3,273.12,283.26,299.55,326.36,19.915,10.973
PREMIERENE,777.05,768.8,801.56,863.43,923.76,19.942,11.298
BANSALWIRE,269.0,275.33,287.87,305.64,328.98,19.946,11.074
GLOBALVECT,163.2,175.69,184.13,194.63,208.27,19.964,11.054
DHANUKA,1092.2,1108.81,1144.68,1228.69,1326.99,19.976,11.27
BSL,131.01,136.01,144.15,152.85,162.18,19.977,11.094
UGARSUGAR,35.58,37.06,38.68,40.44,44.18,20.004,10.829
VEDL,695.1,679.24,645.91,595.46,540.11,20.015,11.217
RELAXO,352.95,367.86,382.33,401.62,438.6,20.042,10.932
EXPLEOSOL,781.8,860.73,914.38,962.96,1017.48,20.05,11.06
BHANDARI,3.57,4.0,4.07,4.27,4.72,20.069,10.96
LUMAXIND,5950.8,5809.56,5540.54,5219.12,4615.21,20.071,10.935
KOKUYOCMLN,81.96,86.09,88.31,93.57,102.57,20.111,11.124
GULFPETRO,32.32,33.28,34.14,35.98,39.78,20.114,11.01
SALZERELEC,661.0,642.97,651.7,697.32,775.97,20.121,11.211
AERONEU,69.05,70.9,73.13,78.32,84.8,20.128,11.316
JKTYRE,534.75,547.42,520.75,482.57,439.74,20.136,11.258
NBIFIN,1871.6,1979.97,2096.98,2232.32,2358.25,20.212,11.311
STOVEKRAFT,483.45,512.65,540.15,574.76,610.66,20.273,11.329
MAXIND,155.72,163.2,171.65,182.51,194.81,20.302,11.314
ACEINTEG,18.83,19.52,20.41,21.6,23.35,20.313,11.211
INDOTECH,1511.8,1411.01,1456.51,1558.78,1718.22,20.321,11.288
BRNL,19.67,20.57,21.16,21.91,24.57,20.327,10.794
DYCL,278.4,299.2,313.97,337.11,355.93,20.375,11.572
IRMENERGY,233.22,245.48,259.13,274.32,293.01,20.38,11.276
DELTACORP,61.98,66.31,67.92,71.47,78.96,20.409,11.159
TMB,692.55,651.8,598.74,551.63,510.45,20.411,11.339
CHEMCON,163.68,176.68,187.8,200.53,210.17,20.46,11.527
BLISSGVS,210.58,206.19,187.48,174.86,163.1,20.464,11.231
SHIVAMILLS,54.41,55.84,57.65,61.15,67.0,20.508,11.326
AFIL,7.07,5.62,5.88,6.41,7.08,20.558,11.533
SIMPLEXINF,200.31,220.02,235.15,251.35,261.21,20.561,11.629
KARURVYSYA,336.05,313.41,290.85,269.04,244.27,20.574,11.369
KOPRAN,128.62,134.41,138.56,145.9,160.92,20.608,11.254
WESTLIFE,492.85,512.43,524.41,558.89,614.21,20.651,11.492
DTIL,140.96,143.91,149.84,158.82,173.03,20.66,11.392
IXIGO,164.4,200.18,220.37,234.16,229.0,20.664,11.206
RELCHEMQ,123.8,127.7,131.8,139.9,153.33,20.702,11.442
ORIENTHOT,100.73,103.53,107.06,113.84,124.44,20.754,11.498
VINYLINDIA,214.8,220.4,228.43,243.29,265.01,20.77,11.538
KRONOX,116.96,123.69,129.79,138.26,148.0,20.778,11.595
MAHESHWARI,42.0,44.13,45.95,48.97,52.86,20.802,11.599
NOIDATOLL,3.8,3.92,4.0,4.12,4.71,20.848,10.981
NILAINFRA,8.06,8.29,8.74,9.29,9.98,20.875,11.563
MCX,2395.8,2381.65,2296.84,2129.74,1880.42,20.921,11.623
ELIN,132.17,144.72,154.8,165.54,172.52,21.031,11.869
BALKRISHNA,16.13,16.75,17.77,19.01,20.14,21.035,11.801
BCONCEPTS,259.95,283.35,298.41,311.28,338.09,21.059,11.355
SANSERA,2345.5,2099.6,1917.35,1763.15,1605.64,21.06,11.626
BGRENERGY,330.9,336.36,341.31,325.42,271.62,21.062,11.082
KANANIIND,1.52,1.6,1.64,1.73,1.92,21.076,11.484
ISFT,72.96,83.42,87.54,91.63,98.8,21.079,11.474
FINOPB,205.02,220.66,235.57,250.71,263.89,21.088,11.775
CENTRUM,24.32,25.4,26.78,28.77,30.53,21.09,11.91
ALMONDZ,15.99,15.37,15.9,16.9,18.74,21.103,11.589
BAJAJINDEF,251.2,278.68,304.75,325.82,331.71,21.11,11.953
HUBTOWN,201.81,217.43,232.63,252.03,260.03,21.111,12.158
LANDMARK,412.8,421.67,445.49,480.45,509.07,21.174,11.998
TDPOWERSYS,888.2,825.6,765.7,714.04,637.31,21.199,11.569
PARAGMILK,190.2,226.22,254.17,266.56,258.39,21.21,10.975
JAICORPLTD,112.88,116.0,121.13,127.26,139.94,21.211,11.511
KHANDSE,17.32,18.65,19.7,20.84,22.33,21.227,11.714
GREENPLY,224.06,230.19,242.58,260.03,277.78,21.24,11.918
CMSINFO,310.2,320.07,331.07,351.94,385.96,21.242,11.742
SBC,32.09,30.7,29.27,27.05,23.87,21.283,11.795
TOKYOPLAST,87.89,97.2,103.41,110.03,115.94,21.325,11.916
HATHWAY,10.7,11.23,11.69,12.41,13.52,21.372,11.809
BALAMINES,1082.1,1113.93,1148.46,1217.85,1345.51,21.401,11.769
