entry_date,exit_date,entry_price,exit_price,stop,target_1,target_2,shares,pnl,pnl_pct,exit_reason,hold_days,atr,symbol,strategy
2026-01-16 00:00:00+05:30,2026-01-20 00:00:00+05:30,352.65,338.37,338.37,374.07,384.78,140,-1999.0,-4.05,stop_loss,3,7.14,NTPC,Volume Breakout
2026-01-14 00:00:00+05:30,2026-01-28 00:00:00+05:30,238.4,261.82,227.99,254.01,261.82,192,3746.57,8.19,target_2,9,5.2,ONGC,Volume Breakout
2026-02-03 00:00:00+05:30,2026-02-20 00:00:00+05:30,276.05,298.95,262.29,296.69,307.0,145,1648.8,4.12,max_hold,14,6.88,POWERGRID,Volume Breakout
2026-02-10 00:00:00+05:30,2026-02-20 00:00:00+05:30,1151.0,1216.1,1080.77,1256.34,1309.01,28,1822.8,5.66,max_hold,9,35.11,SBIN,Volume Breakout
2026-02-11 00:00:00+05:30,2026-02-20 00:00:00+05:30,209.4,208.36,195.2,230.7,241.35,140,-145.6,-0.5,max_hold,8,7.1,TATASTEEL,Volume Breakout
2025-12-31 00:00:00+05:30,2026-01-20 00:00:00+05:30,793.3,760.71,760.71,842.19,866.63,61,-1988.16,-4.11,stop_loss,14,16.3,UPL,Volume Breakout
2026-01-28 00:00:00+05:30,2026-02-20 00:00:00+05:30,1348.0,1368.3,1287.73,1453.48,1498.68,33,669.9,1.51,max_hold,19,30.14,AXISBANK,Swing Trading
2025-12-31 00:00:00+05:30,2026-01-20 00:00:00+05:30,9320.0,9320.0,9029.43,9828.5,10046.43,6,0.0,0.0,stop_loss,14,145.29,BAJAJ-AUTO,Swing Trading
2026-01-30 00:00:00+05:30,2026-02-01 00:00:00+05:30,446.85,420.56,420.56,492.86,512.58,76,-1998.26,-5.88,stop_loss,2,13.15,BEL,Swing Trading
2026-01-07 00:00:00+05:30,2026-01-08 00:00:00+05:30,6200.0,6014.71,6014.71,6524.25,6663.21,10,-1852.86,-2.99,stop_loss,2,92.64,BRITANNIA,Swing Trading
2025-12-11 00:00:00+05:30,2025-12-24 00:00:00+05:30,382.35,407.26,372.39,399.79,407.26,200,4234.82,5.54,target_2,10,4.98,COALINDIA,Swing Trading
2026-01-30 00:00:00+05:30,2026-02-01 00:00:00+05:30,453.95,428.99,428.99,497.62,516.34,80,-1996.57,-5.5,stop_loss,2,12.48,COALINDIA,Swing Trading
2026-02-12 00:00:00+05:30,2026-02-20 00:00:00+05:30,2940.4,2832.8,2803.29,3180.35,3283.19,14,-1506.4,-3.66,max_hold,7,68.56,GRASIM,Swing Trading
2026-01-14 00:00:00+05:30,2026-02-04 00:00:00+05:30,1665.0,1665.0,1600.66,1777.6,1825.86,31,0.0,0.0,stop_loss,15,32.17,HCLTECH,Swing Trading
2025-12-11 00:00:00+05:30,2026-01-02 00:00:00+05:30,826.0,907.39,793.44,882.97,907.39,61,4151.04,8.24,target_2,16,16.28,HINDALCO,Swing Trading
2026-01-29 00:00:00+05:30,2026-01-30 00:00:00+05:30,1010.25,959.76,959.76,1098.6,1136.46,39,-1968.94,-5.0,stop_loss,2,25.24,HINDALCO,Swing Trading
2025-11-25 00:00:00+05:30,2025-12-22 00:00:00+05:30,1549.0,1689.6,1486.29,1658.75,1705.79,31,2109.0,4.39,max_hold,20,31.36,INFY,Swing Trading
2026-01-28 00:00:00+05:30,2026-02-01 00:00:00+05:30,1232.0,1174.1,1174.1,1333.32,1376.75,34,-1968.6,-4.7,stop_loss,4,28.95,JSWSTEEL,Swing Trading
2026-02-04 00:00:00+05:30,2026-02-20 00:00:00+05:30,1229.0,1235.8,1164.51,1341.85,1390.21,31,210.8,0.55,max_hold,13,32.24,JSWSTEEL,Swing Trading
2025-12-15 00:00:00+05:30,2026-01-12 00:00:00+05:30,16500.0,16582.0,15986.86,17398.0,17782.86,3,246.0,0.5,max_hold,20,256.57,MARUTI,Swing Trading
2026-01-30 00:00:00+05:30,2026-02-01 00:00:00+05:30,359.0,342.04,342.04,388.69,401.41,117,-1984.82,-4.73,stop_loss,2,8.48,NTPC,Swing Trading
2026-02-05 00:00:00+05:30,2026-02-20 00:00:00+05:30,369.75,372.95,348.31,407.26,423.34,93,297.6,0.87,max_hold,12,10.72,NTPC,Swing Trading
2026-01-06 00:00:00+05:30,2026-01-23 00:00:00+05:30,2064.0,2005.03,2005.03,2167.2,2211.43,33,-1946.06,-2.86,stop_loss,13,29.49,SBILIFE,Swing Trading
2026-01-29 00:00:00+05:30,2026-02-01 00:00:00+05:30,1063.0,1025.66,1025.66,1128.35,1156.36,53,-1979.17,-3.51,stop_loss,3,18.67,SBIN,Swing Trading
2026-01-07 00:00:00+05:30,2026-01-09 00:00:00+05:30,1216.4,1175.1,1175.1,1288.68,1319.65,48,-1982.4,-3.4,stop_loss,3,20.65,TATACONSUM,Swing Trading
2026-01-28 00:00:00+05:30,2026-02-02 00:00:00+05:30,193.49,183.45,183.45,211.06,218.59,199,-1997.96,-5.19,stop_loss,5,5.02,TATASTEEL,Swing Trading
2026-02-10 00:00:00+05:30,2026-02-20 00:00:00+05:30,4300.0,4236.4,4068.6,4704.95,4878.5,8,-508.8,-1.48,max_hold,9,115.7,TITAN,Swing Trading
